,0
274,"Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

I'll pretend that I'm kissing
The lips I am missing
And hope that my dreams will come true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true

Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my loving to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true
All my lovin', all my lovin'
Ooh ooh, all my lovin', I will send to you"
275,"Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

I'll pretend that I'm kissing
The lips I am missing
And hope that my dreams will come true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true

Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my loving to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true
All my lovin', all my lovin'
Ooh ooh, all my lovin', I will send to you"
276,"Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

I'll pretend that I'm kissing
The lips I am missing
And hope that my dreams will come true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true

Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my loving to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true
All my lovin', all my lovin'
Ooh ooh, all my lovin', I will send to you"
277,"Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

I'll pretend that I'm kissing
The lips I am missing
And hope that my dreams will come true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true

Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my loving to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true
All my lovin', all my lovin'
Ooh ooh, all my lovin', I will send to you"
278,"Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

I'll pretend that I'm kissing
The lips I am missing
And hope that my dreams will come true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true

Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my loving to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true
All my lovin', all my lovin'
Ooh ooh, all my lovin', I will send to you"
279,"Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

I'll pretend that I'm kissing
The lips I am missing
And hope that my dreams will come true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true

Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my loving to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true
All my lovin', all my lovin'
Ooh ooh, all my lovin', I will send to you"
280,"Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

I'll pretend that I'm kissing
The lips I am missing
And hope that my dreams will come true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true

Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my loving to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true
All my lovin', all my lovin'
Ooh ooh, all my lovin', I will send to you"
281,"Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

I'll pretend that I'm kissing
The lips I am missing
And hope that my dreams will come true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true

Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my loving to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true
All my lovin', all my lovin'
Ooh ooh, all my lovin', I will send to you"
282,"Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

I'll pretend that I'm kissing
The lips I am missing
And hope that my dreams will come true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true

Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my loving to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true
All my lovin', all my lovin'
Ooh ooh, all my lovin', I will send to you"
283,"Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

I'll pretend that I'm kissing
The lips I am missing
And hope that my dreams will come true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true

Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my loving to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true
All my lovin', all my lovin'
Ooh ooh, all my lovin', I will send to you"
284,"Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

I'll pretend that I'm kissing
The lips I am missing
And hope that my dreams will come true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true

Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my loving to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true
All my lovin', all my lovin'
Ooh ooh, all my lovin', I will send to you"
285,"Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

I'll pretend that I'm kissing
The lips I am missing
And hope that my dreams will come true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true

Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my loving to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true
All my lovin', all my lovin'
Ooh ooh, all my lovin', I will send to you"
286,"Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

I'll pretend that I'm kissing
The lips I am missing
And hope that my dreams will come true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true

Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my loving to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true
All my lovin', all my lovin'
Ooh ooh, all my lovin', I will send to you"
287,"Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

I'll pretend that I'm kissing
The lips I am missing
And hope that my dreams will come true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true

Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my loving to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true
All my lovin', all my lovin'
Ooh ooh, all my lovin', I will send to you"
288,"Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

I'll pretend that I'm kissing
The lips I am missing
And hope that my dreams will come true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true

Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my loving to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true
All my lovin', all my lovin'
Ooh ooh, all my lovin', I will send to you"
289,"Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

I'll pretend that I'm kissing
The lips I am missing
And hope that my dreams will come true
And then while I'm away
I'll write home every day
And I'll send all my lovin' to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true

Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my loving to you

All my lovin', I will send to you
All my lovin', darlin', I'll be true
All my lovin', all my lovin'
Ooh ooh, all my lovin', I will send to you"
